distinction_rank	feature_id	consistent_distinction_flag	handled_control_count	handled_controls_observed	handled_controls_with_presence_shift	handled_controls_with_large_abs_delta	family_count_with_any_row	family_count_with_presence_shift	families_observed	position_count_with_any_row	position_count_with_presence_shift	positions_observed	comparison_rows	mean_abs_delta	max_abs_delta	mean_signed_delta	presence_shift_count	ascii_only_count	perturbation_only_count	both_present_count	large_abs_delta_count
530	16050	0	2	e_to_ē,s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	2	0.1022691503167152	0.1888142228126526	-0.1022691503167152	1	1	0	1	1
531	16056	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1360808610916137	0.1360808610916137	0.1360808610916137	1	0	1	0	1
532	16073	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_10	4	0.22005067020654673	0.2472859323024749	-0.02723526209592817	4	2	2	0	4
533	16081	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.3561848998069763	0.3561848998069763	0.3561848998069763	1	0	1	0	1
534	16131	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_5	10	0.16255648583173749	0.2451695054769516	-0.0438367411494255	6	4	2	4	8
535	16207	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token_minus_1	2	0.0567212551832199	0.063559353351593	0.006838098168373101	0	0	0	2	0
536	16255	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_10	6	0.14367107798655823	0.2212956994771957	0.06325004249811171	5	1	4	1	5
537	16296	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2822034060955047	0.2822034060955047	0.2822034060955047	1	0	1	0	1
538	16310	0	1	s_to_ş	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token	3	0.19344714283943173	0.2203633189201355	0.19344714283943173	3	0	3	0	3
539	16328	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_5	2	0.2034125030040741	0.2034125030040741	-0.2034125030040741	2	2	0	0	2
540	16344	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.365411639213562	0.3654902875423431	0.365411639213562	2	0	2	0	2
541	16422	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.1820384263992309	0.1820384263992309	-0.1820384263992309	2	2	0	0	2
542	16439	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	35	0.19323521767343788	0.3598418533802032	0.018673597914831974	21	8	13	14	26
543	16460	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token_minus_2	1	0.1254180669784546	0.1254180669784546	0.1254180669784546	1	0	1	0	1
544	16475	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	1	final_prompt_token_minus_1,final_prompt_token_minus_2	12	0.10710062334934867	0.1982816159725189	-0.08573038627703981	6	6	0	6	6
545	16582	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2766305208206177	0.2766305208206177	0.2766305208206177	1	0	1	0	1
546	16594	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	1	0.1754553318023681	0.1754553318023681	0.1754553318023681	1	0	1	0	1
547	16607	0	1	s_to_ş	1	1	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	2	0.20728315412998194	0.2465714365243911	0.20728315412998194	2	0	2	0	2
548	16638	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2425178587436676	0.2425178587436676	-0.2425178587436676	2	2	0	0	2
549	16659	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1890171021223068	0.1890171021223068	0.1890171021223068	1	0	1	0	1
550	16661	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	30	0.3912287419040998	0.7799227237701416	-0.33748455593983334	20	18	2	10	28
551	16706	1	2	e_to_ē,s_to_ş	1	2	4	1	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	8	0.1816797889769077	0.4288405776023865	-0.14695653691887856	1	1	0	7	7
552	16713	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_5	1	0.1881452351808548	0.1881452351808548	0.1881452351808548	1	0	1	0	1
553	16727	0	1	s_to_ş	1	1	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	5	0.24794554710388184	0.3029631972312927	0.24794554710388184	5	0	5	0	5
554	16730	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	1	0.2065020054578781	0.2065020054578781	0.2065020054578781	1	0	1	0	1
555	16785	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	12	0.19847567876180008	0.2773704826831817	-0.0036859909693399973	12	6	6	0	12
556	16787	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	3	2	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	8	0.15478555485606188	0.2276919484138488	-0.13124534115195272	6	6	0	2	6
557	16793	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	14	0.13977895464215956	0.2822338044643402	-0.020454717533929	10	6	4	4	10
558	16822	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,yes_no_hum	4	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	15	0.1713166862726211	0.3132039308547973	-0.14862332443396245	7	6	1	8	13
559	16825	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token	2	0.03887328505516045	0.049986183643341	-0.03887328505516045	0	0	0	2	0
560	16859	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	4	0.21130011975765223	0.2299469411373138	-0.21130011975765223	4	4	0	0	4
561	16865	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.2691864371299743	0.2691864371299743	-0.2691864371299743	2	2	0	0	2
562	16883	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	3	0.2739674349625905	0.480199784040451	0.2739674349625905	3	0	3	0	3
563	16928	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1783177256584167	0.1783177256584167	0.1783177256584167	1	0	1	0	1
564	16938	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.1514585763216018	0.1514585763216018	0.1514585763216018	1	0	1	0	1
565	16987	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	7	0.19990054837294988	0.2539006471633911	0.19990054837294988	7	0	7	0	7
566	17017	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.1633476465940475	0.1633476465940475	-0.1633476465940475	2	2	0	0	2
567	17019	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1319036036729812	0.1319036036729812	0.1319036036729812	1	0	1	0	1
568	17023	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	8	0.48485366255044937	0.7608456611633301	0.48485366255044937	8	0	8	0	8
569	17134	0	2	e_to_ē,s_to_ş	0	2	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.11792652308940879	0.1271941661834716	-0.11792652308940879	0	0	0	2	2
570	17164	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	1	final_prompt_token_minus_1,final_prompt_token_minus_2	7	0.09876176714897153	0.1945531070232391	0.09876176714897153	3	0	3	4	3
571	17183	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.21521740158398942	0.2257275581359863	-0.08575267593065898	3	2	1	0	3
572	17200	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	5	0.3274365782737732	0.4586532711982727	0.09875816106796262	5	2	3	0	5
573	17257	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	5	0.1586777031421661	0.23411625623703	0.09653198122978209	4	1	3	1	4
574	17278	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.20210267603397364	0.2057403922080993	0.20210267603397364	2	0	2	0	2
575	17299	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_10	4	0.24547672271728516	0.2773890495300293	-0.24547672271728516	4	4	0	0	4
576	17306	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.16863842308521265	0.17149318754673	0.16863842308521265	2	0	2	0	2
577	17350	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	1	0.1897109597921371	0.1897109597921371	0.1897109597921371	1	0	1	0	1
578	17370	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1732090711593628	0.1732090711593628	0.1732090711593628	1	0	1	0	1
579	17394	1	2	e_to_ē,s_to_ş	2	2	5	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	11	0.1445186219432137	0.353903204202652	0.0708641166036779	7	2	5	4	7
580	17400	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.21678100526332855	0.2335900068283081	0.21678100526332855	2	0	2	0	2
581	17440	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.1592212170362472	0.1592212170362472	-0.1592212170362472	2	2	0	0	2
582	17472	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	3	0.24108488361040747	0.2658237218856811	0.24108488361040747	3	0	3	0	3
583	17484	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2457004636526107	0.2457004636526107	-0.2457004636526107	2	2	0	0	2
584	17589	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1800707280635833	0.1800707280635833	0.1800707280635833	1	0	1	0	1
585	17623	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.2721933722496032	0.2721933722496032	-0.2721933722496032	2	2	0	0	2
586	17656	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	5	0.21920577883720394	0.2554992735385895	0.21920577883720394	5	0	5	0	5
587	17665	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	1	0.1637682765722274	0.1637682765722274	0.1637682765722274	1	0	1	0	1
588	17671	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1620172560214996	0.1620172560214996	0.1620172560214996	1	0	1	0	1
589	17679	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_5	5	0.49999537467956545	0.6296423673629761	0.10670182704925538	5	2	3	0	5
590	17682	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_1	2	0.2081186324357986	0.2081186324357986	-0.2081186324357986	2	2	0	0	2
591	17701	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	5	0.23408793210983272	0.2500732541084289	0.23408793210983272	5	0	5	0	5
592	17766	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.21313592046499247	0.2475508898496627	0.21313592046499247	4	0	4	0	4
593	17846	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	3	0.15949145456155137	0.1764537841081619	0.15949145456155137	3	0	3	0	3
594	17866	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.184667706489563	0.184667706489563	0.184667706489563	1	0	1	0	1
595	17869	1	2	e_to_ē,s_to_ş	2	2	3	2	original_hum,paraphrase_hum,removed_sentence_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	19	0.18273457414225525	0.3161318302154541	-0.15915789102253158	15	14	1	4	15
596	17910	0	1	s_to_ş	1	1	1	1	just_check_hum	2	2	final_prompt_token,final_prompt_token_minus_1	2	0.2035013139247894	0.2380414456129074	0.2035013139247894	2	0	2	0	2
597	17919	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.286684513092041	0.286684513092041	-0.286684513092041	2	2	0	0	2
598	17983	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.1559905558824539	0.1559905558824539	-0.1559905558824539	2	2	0	0	2
599	18030	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_2	3	0.21733155846595756	0.2319663316011428	-0.0919568836688995	3	2	1	0	3
600	18055	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token	2	0.2137449979782104	0.2137449979782104	-0.2137449979782104	2	2	0	0	2
601	18077	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token	2	0.1819157004356384	0.1819157004356384	-0.1819157004356384	2	2	0	0	2
602	18198	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	35	0.20147019795009063	0.3807576298713684	-0.047103571040289734	22	15	7	13	29
603	18224	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,paraphrase_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_2	8	0.17725494317710397	0.1994475871324539	-0.08589488454163074	8	6	2	0	8
604	18245	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_2	2	0.14321100711822504	0.2571600079536438	-0.14321100711822504	1	1	0	1	1
605	18249	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.2006706297397613	0.2006706297397613	-0.2006706297397613	2	2	0	0	2
606	18338	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_5	1	0.2110307812690735	0.2110307812690735	0.2110307812690735	1	0	1	0	1
607	18352	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	4	0.19783266633749005	0.2813981175422668	0.05713360756635665	3	1	2	1	3
608	18376	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token,final_prompt_token_minus_5	3	0.17918851474920908	0.1931886076927185	0.17918851474920908	3	0	3	0	3
609	18403	1	2	e_to_ē,s_to_ş	2	2	2	1	paraphrase_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_5	6	0.1702068746089935	0.2312836647033691	-0.1702068746089935	4	4	0	2	5
610	18415	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.1683887839317321	0.1715955436229705	0.1683887839317321	2	0	2	0	2
611	18430	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.242879033088684	0.242879033088684	0.242879033088684	1	0	1	0	1
612	18453	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1384194791316986	0.1384194791316986	0.1384194791316986	1	0	1	0	1
613	18454	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_5	5	0.2007694005966186	0.299037367105484	-0.12172141075134277	4	3	1	1	4
614	18527	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.6441642761230468	0.6833875179290771	-0.370809268951416	5	4	1	0	5
615	18562	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.214027464389801	0.214027464389801	-0.214027464389801	2	2	0	0	2
616	18592	0	1	e_to_ē	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1589811593294143	0.1589811593294143	0.1589811593294143	1	0	1	0	1
617	18651	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.22710882127285004	0.2755420207977295	0.08600313961505889	6	2	4	0	6
618	18665	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.24339600801467895	0.4073678255081177	0.1223654270172119	5	2	3	0	5
619	18725	0	2	e_to_ē,s_to_ş	1	1	2	2	just_check_hum,yes_no_hum	1	1	final_prompt_token	4	0.10003489255905147	0.1821994185447693	-0.07632911205291748	2	2	0	2	2
620	18763	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.2595487833023071	0.2595487833023071	-0.2595487833023071	2	2	0	0	2
621	18765	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	8	0.26050625182688236	0.3392812609672546	0.26050625182688236	8	0	8	0	8
622	18795	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.11338511854410165	0.20307157933712	-0.11338511854410165	1	1	0	1	1
623	18805	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token	2	0.1847733780741691	0.2020865082740783	0.1847733780741691	2	0	2	0	2
624	18836	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	4	0.2044364959001541	0.2074087560176849	-0.2044364959001541	4	4	0	0	4
625	18841	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	5	0.2125929534435272	0.2905649542808532	-0.14064852595329283	4	3	1	1	4
626	18842	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.15194524824619288	0.1537314653396606	0.15194524824619288	2	0	2	0	2
627	18847	1	2	e_to_ē,s_to_ş	2	2	5	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	5	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	21	0.216307724515597	0.3982567191123962	-0.1246391740583238	17	14	3	4	18
628	18937	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	2	1	final_prompt_token,final_prompt_token_minus_5	17	0.19652128745527825	0.5406402349472046	0.09883782968801612	7	2	5	10	10
629	18965	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,original_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2	4	0.1675045639276504	0.1863479763269424	-0.0025554299354553014	4	2	2	0	4
630	18977	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	6	0.1766906231641769	0.1869972646236419	-0.1766906231641769	6	6	0	0	6
631	19030	0	2	e_to_ē,s_to_ş	0	1	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.1688977777957916	0.2389448285102844	0.1688977777957916	0	0	0	2	1
632	19114	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.3538283109664917	0.3538283109664917	0.3538283109664917	1	0	1	0	1
633	19170	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_5	3	0.2446813384691874	0.2801078259944916	-0.12879576285680136	3	2	1	0	3
634	19185	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.2420374751091003	0.2483191639184951	-0.2420374751091003	4	4	0	0	4
635	19271	0	2	e_to_ē,s_to_ş	0	1	1	0	yes_no_hum	1	0	final_prompt_token_minus_2	2	0.0970081984996795	0.1219700574874877	0.0970081984996795	0	0	0	2	1
636	19273	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1646892428398132	0.1646892428398132	0.1646892428398132	1	0	1	0	1
637	19281	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.21403421461582178	0.2175263464450836	0.21403421461582178	2	0	2	0	2
638	19323	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.1729459166526794	0.1729459166526794	-0.1729459166526794	2	2	0	0	2
639	19335	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,yes_no_hum	4	2	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	15	0.1338295022646586	0.2725105881690979	0.02588717738787333	9	4	5	6	9
640	19337	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.20039025942484537	0.2086846977472305	0.20039025942484537	3	0	3	0	3
641	19389	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	37	0.16313469128028765	0.4144314229488373	-0.08817330767979492	15	12	3	22	23
642	19392	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_1	2	0.1599075943231582	0.1599075943231582	-0.1599075943231582	2	2	0	0	2
643	19416	0	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.1652525812387466	0.1652525812387466	-0.1652525812387466	2	2	0	0	2
644	19422	0	2	e_to_ē,s_to_ş	0	1	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.10778844356536865	0.1347593367099762	-0.02697089314460755	0	0	0	2	1
645	19469	1	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	4	0.17245721071958536	0.1800283789634704	-0.007571168243885026	4	2	2	0	4
646	19513	0	2	e_to_ē,s_to_ş	0	1	1	0	paraphrase_hum	1	0	final_prompt_token_minus_1	2	0.11087858676910395	0.2126776576042175	0.11087858676910395	0	0	0	2	1
647	19524	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_5	1	0.1898357570171356	0.1898357570171356	0.1898357570171356	1	0	1	0	1
648	19612	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_1	1	0.1810074150562286	0.1810074150562286	0.1810074150562286	1	0	1	0	1
649	19668	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	15	0.279624476035436	0.6692280769348145	0.0062977095444997225	13	6	7	2	15
650	19681	1	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.3180441856384277	0.4371393918991089	-0.3180441856384277	4	4	0	0	4
651	19726	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	1	0.1712929904460907	0.1712929904460907	0.1712929904460907	1	0	1	0	1
652	19752	1	2	e_to_ē,s_to_ş	2	2	3	2	paraphrase_hum,removed_sentence_hum,yes_no_hum	1	1	final_prompt_token	5	0.11467260420322412	0.1836303025484085	0.09435754120349885	3	0	3	2	3
653	19758	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.2107016444206237	0.2107016444206237	0.2107016444206237	1	0	1	0	1
654	19795	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.1666825711727142	0.1666825711727142	0.1666825711727142	1	0	1	0	1
655	19818	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	4	0.3077387735247612	0.3680780529975891	-0.3077387735247612	4	4	0	0	4
656	19826	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token	2	0.288431704044342	0.288431704044342	-0.288431704044342	2	2	0	0	2
657	19843	1	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	3	0.18678943812847135	0.1926451623439788	0.18678943812847135	3	0	3	0	3
